funz-app       | [ INFO ] GET /health [request-id: FADA912A-D1B4-4D25-9A26-17C5D814295A]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/47 [request-id: 521A8D63-7A41-4256-888D-56C7688EC643]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/46 [request-id: 582AE1B9-5F59-4A35-B297-9E5D1BFB134F]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/48 [request-id: BB9D6FEA-1728-4A7B-8EDA-4E2B53657454]
funz-app       | [ INFO ] GET /map/score [request-id: 7D8D4573-EC4B-4EF3-98E3-ECB444BF66DE]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 521A8D63-7A41-4256-888D-56C7688EC643, url: /map/dynamic-tiles/2026-04-08/7/70/47?min_score=0.30&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 582AE1B9-5F59-4A35-B297-9E5D1BFB134F, url: /map/dynamic-tiles/2026-04-08/7/70/46?min_score=0.30&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: BB9D6FEA-1728-4A7B-8EDA-4E2B53657454, url: /map/dynamic-tiles/2026-04-08/7/70/48?min_score=0.30&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/49 [request-id: 144E70E7-73C2-4708-A626-1A674437E46C]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 144E70E7-73C2-4708-A626-1A674437E46C, url: /map/dynamic-tiles/2026-04-08/7/70/49?min_score=0.30&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /weather/daily [request-id: 91FEF610-2011-483F-B4F9-7D4BFA8EC3AB]
funz-app       | [ INFO ] GET /map/score [request-id: 2737748E-3BFC-4984-9E4D-01E757F0BA18]
funz-app       | [ INFO ] GET /weather/daily [request-id: 46C40B9F-03F5-452B-A1DA-98F85C5DEBDC]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/47 [request-id: D42955AC-53E3-4C63-AF36-995B05F58236]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/48 [request-id: 1EB044DE-8979-483F-B854-75BBFA02F706]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/47 [request-id: 4FAE8A41-BA06-4B97-B6DD-406A190BD18A]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/46 [request-id: 6FC8A2D5-949B-449A-AA75-4EF3F81C948E]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/48 [request-id: BB0FECFA-F23E-475E-AE5E-2D36603107D1]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/47 [request-id: 2D646F91-727B-476F-A1CE-71F9175AF8C0]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 6FC8A2D5-949B-449A-AA75-4EF3F81C948E, url: /map/dynamic-tiles/2026-04-08/7/69/46?min_score=0.18&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 2D646F91-727B-476F-A1CE-71F9175AF8C0, url: /map/dynamic-tiles/2026-04-08/7/70/47?min_score=0.18&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/46 [request-id: CA2C01F4-BF8F-4CA9-BFDE-FAEFFA2AB03F]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: CA2C01F4-BF8F-4CA9-BFDE-FAEFFA2AB03F, url: /map/dynamic-tiles/2026-04-08/7/70/46?min_score=0.18&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/48 [request-id: F19E3304-FC06-40F7-B5A0-68F79EDBE3E8]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/46 [request-id: 43A13EE2-E87D-485F-8CF9-50146A6A9251]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/49 [request-id: 4A06869B-15EF-4E47-B61B-401FA28FEAA6]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/49 [request-id: 092A373A-6F48-47BC-8EEF-7679E8FC2ED0]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 092A373A-6F48-47BC-8EEF-7679E8FC2ED0, url: /map/dynamic-tiles/2026-04-08/7/70/49?min_score=0.18&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/49 [request-id: 86CED356-D015-49F8-AA70-5683E08358E1]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/47 [request-id: 04352DB5-845C-4220-BD72-BA7265DC37AF]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/46 [request-id: 3F6F07A6-556B-41C5-9020-295A9DF1BBFF]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/48 [request-id: FFFD712D-4AE5-4B3B-B798-F57E4A32EB51]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/47 [request-id: 81AA5665-2DD0-4328-AFA2-6E1505E9860F]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/47 [request-id: 721731E2-D1CD-473B-8E1A-1AF8EB4DC636]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/48 [request-id: 07DC53DC-52ED-4604-8098-E43827DB12EB]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 3F6F07A6-556B-41C5-9020-295A9DF1BBFF, url: /map/dynamic-tiles/2026-04-08/7/69/46?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/48 [request-id: A3012E88-A1C4-48E2-A2BB-9792CB401A0F]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/46 [request-id: CBC07907-CFDD-46EF-8C5F-6B3896E17F26]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: CBC07907-CFDD-46EF-8C5F-6B3896E17F26, url: /map/dynamic-tiles/2026-04-08/7/70/46?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/46 [request-id: 46BB8610-7413-4192-BAAD-D11165A6323E]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/49 [request-id: B955A138-A754-48EE-9323-96267A1DDE98]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/49 [request-id: 935F1CD2-9424-4BDD-A4E2-C3E8AF09B8E6]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/49 [request-id: BD4F1A7F-CEC6-45B2-AB0E-CCB83F2748D3]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 935F1CD2-9424-4BDD-A4E2-C3E8AF09B8E6, url: /map/dynamic-tiles/2026-04-08/7/70/49?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/69/45 [request-id: B56E3051-A82F-4E8F-9DC8-6F99E6A7B665]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: B56E3051-A82F-4E8F-9DC8-6F99E6A7B665, url: /map/dynamic-tiles/2026-04-08/7/69/45?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/68/45 [request-id: 661E1ED8-80E6-4468-A070-808C7A4B2099]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/70/45 [request-id: C971F368-EA56-4FAE-983C-CE8A535D7B8E]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: C971F368-EA56-4FAE-983C-CE8A535D7B8E, url: /map/dynamic-tiles/2026-04-08/7/70/45?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/67/47 [request-id: 4366190B-325D-42FD-9E1A-22A093EFA86E]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/67/46 [request-id: 9661FB88-9704-440A-AB3D-3A5C79D45887]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/67/48 [request-id: 4BD8F1E8-FD67-4270-A388-AFFEAF605811]
funz-app       | [ INFO ] GET /map/dynamic-tiles/2026-04-08/7/67/45 [request-id: 5737D5D9-1AEC-45B0-AD44-63281C9053D0]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 4366190B-325D-42FD-9E1A-22A093EFA86E, url: /map/dynamic-tiles/2026-04-08/7/67/47?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ WARNING ] Abort.204: No Content [method: GET, request-id: 5737D5D9-1AEC-45B0-AD44-63281C9053D0, url: /map/dynamic-tiles/2026-04-08/7/67/45?min_score=0.11&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NzU2ODE3NzMuNjU2ODU0MiwiaXNzIjoiZnVuZ2hpLW1hcCIsInN1YiI6IkQ1MTEwODRELThGNDgtNEE4NC1BQzA1LUM4RThDMDQ3NEFEQyIsImV4cCI6MTc3NTY4MjY3My42NTY4NTQyLCJlbWFpbCI6InNnYXJ1OTZAZ21haWwuY29tIn0.fdwpGXaX0E--x-hOMEUmETvbfBwqz0qj5J13Ue-8jy5m_dFybpbyt3IWiUbJxnt7WlduZRnN5JMWauCE8bECMyDx_roJg_vgz_dCL0k6RQyW0wKXFHAMgpmyvI50QddpIXJB0jKdTkeWFwuOnOopAsx9K78uOWf8TYR7JWXsGDOsAvTukekPLM6M0gfeUbZ8ZuaJhl63HRpHJbHjtEcgyldcONXvb4A4abjPTMmSrwIsGmbCzuNvp7kbDH3QW4q50Wgd4oeTEtVi6ZXBaM3qn0gRf7q_mHKE8LQDdj7G0oqP4v_ejBgkb00DtAHqRUUCzkdJAzGZ7nbgJ6Uv8CBP3w, userAgent: [Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148]]
funz-app       | [ INFO ] GET /weather/daily [request-id: 0322618A-A7EA-4012-A373-4CB1DB013AAE]
